               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.020914,           0.0061112,           0.0024422,             0.39597,             0.44982,             0.37139,              0.2719,            0.057916,           0.0076994,            0.015014,           0.0024265,           0.0024265,           0.0024265
                 155,            0.019044,           0.0059828,           0.0014115,             0.39482,              0.4495,             0.36919,             0.27224,            0.056995,           0.0077687,            0.015158,            0.002377,            0.002377,            0.002377
                 156,            0.019125,           0.0054785,           0.0013842,               0.395,             0.44105,             0.36883,             0.27134,             0.05826,           0.0078261,            0.015164,           0.0023275,           0.0023275,           0.0023275
                 157,            0.019215,           0.0059291,           0.0014305,             0.39315,             0.44602,             0.39586,             0.29981,            0.058047,           0.0077786,            0.015408,            0.002278,            0.002278,            0.002278
                 158,            0.018477,           0.0059297,           0.0013382,             0.46229,             0.38789,             0.39523,             0.28974,            0.057606,            0.007912,            0.015683,           0.0022285,           0.0022285,           0.0022285
                 159,            0.017746,           0.0060748,           0.0013184,             0.46984,             0.38827,               0.395,             0.29653,            0.057235,           0.0079241,            0.015958,            0.002179,            0.002179,            0.002179
                 160,             0.01764,           0.0053105,           0.0013346,             0.47217,             0.38878,             0.39508,             0.29279,            0.058322,            0.007966,            0.016118,           0.0021295,           0.0021295,           0.0021295
                 161,             0.01824,           0.0060377,           0.0013103,             0.40065,             0.43308,             0.39595,             0.29264,            0.058075,           0.0079921,            0.016353,             0.00208,             0.00208,             0.00208
                 162,             0.01777,            0.006293,           0.0012999,             0.39743,             0.43643,             0.39588,             0.29844,            0.057572,           0.0081537,            0.016344,           0.0020305,           0.0020305,           0.0020305
                 163,            0.018028,           0.0059359,           0.0012859,             0.39101,              0.4436,             0.38513,             0.29921,            0.057927,           0.0082328,            0.015974,            0.001981,            0.001981,            0.001981
                 164,            0.018339,           0.0057076,           0.0012265,             0.39332,             0.43007,             0.38506,             0.30371,             0.05817,           0.0082999,            0.015816,           0.0019315,           0.0019315,           0.0019315
                 165,            0.017567,           0.0056029,           0.0012511,             0.37311,             0.45286,              0.3822,              0.2956,            0.057767,           0.0084309,            0.015748,            0.001882,            0.001882,            0.001882
                 166,             0.01784,           0.0051147,           0.0012931,             0.38926,             0.44665,             0.38495,             0.28836,            0.058075,           0.0084329,            0.015232,           0.0018325,           0.0018325,           0.0018325
                 167,            0.018487,           0.0056991,           0.0012393,             0.38933,             0.44763,             0.38319,             0.29161,            0.057897,           0.0084979,            0.015057,            0.001783,            0.001783,            0.001783
                 168,            0.016963,           0.0052691,           0.0011752,             0.38707,             0.43986,             0.38491,             0.28448,             0.05733,           0.0085111,            0.014964,           0.0017335,           0.0017335,           0.0017335
                 169,            0.018284,           0.0054219,           0.0011768,             0.36762,             0.43104,             0.38221,             0.28579,             0.05778,           0.0085333,            0.014948,            0.001684,            0.001684,            0.001684
                 170,            0.016477,           0.0056856,           0.0011271,             0.39073,             0.45069,             0.38526,             0.29921,            0.057685,           0.0084478,            0.015017,           0.0016345,           0.0016345,           0.0016345
                 171,            0.017008,           0.0058612,           0.0011182,             0.39355,             0.45233,             0.39542,              0.3082,            0.057377,           0.0084818,            0.014474,            0.001585,            0.001585,            0.001585
                 172,            0.016426,           0.0055334,           0.0011286,              0.3939,             0.45232,              0.3956,             0.30574,             0.05715,           0.0084785,            0.014471,           0.0015355,           0.0015355,           0.0015355
                 173,            0.016571,           0.0051674,           0.0011879,             0.39384,             0.45247,             0.38563,             0.27993,            0.057435,           0.0085217,            0.014332,            0.001486,            0.001486,            0.001486
